product_id,supplier_id,is_primary,cost_price
1,1,1,172.73
1,2,1,172.73
1,3,1,172.73
1,4,1,172.73
1,5,1,172.73
1,6,1,172.73
1,7,1,172.73
1,8,1,172.73
1,9,1,172.73
1,10,1,172.73
1,11,1,172.73
1,12,1,172.73
1,13,1,172.73
1,14,1,172.73
1,15,1,172.73
1,16,1,172.73
1,17,1,172.73
1,18,1,172.73
1,19,1,172.73
1,20,1,172.73
1,21,1,172.73
1,22,1,172.73
1,23,1,172.73
1,24,1,172.73
1,25,1,172.73
1,26,1,172.73
1,27,1,172.73
1,28,1,172.73
1,29,1,172.73
1,30,1,172.73
1,31,1,172.73
1,32,1,172.73
1,33,1,172.73
1,34,1,172.73
1,35,1,172.73
1,36,1,172.73
1,37,1,172.73
1,38,1,172.73
1,39,1,172.73
1,40,1,172.73
1,41,1,172.73
1,42,1,172.73
1,43,1,172.73
1,44,1,172.73
1,45,1,172.73
1,46,1,172.73
1,47,1,172.73
1,48,1,172.73
1,49,1,172.73
1,50,1,172.73
1,51,1,172.73
1,52,1,172.73
1,53,1,172.73
1,54,1,172.73
1,55,1,172.73
1,56,1,172.73
1,57,1,172.73
1,58,1,172.73
1,59,1,172.73
1,60,1,172.73
1,61,1,172.73
1,62,1,172.73
1,63,1,172.73
1,64,1,172.73
1,65,1,172.73
1,66,1,172.73
1,67,1,172.73
1,68,1,172.73
1,69,1,172.73
1,70,1,172.73
1,71,1,172.73
1,72,1,172.73
1,73,1,172.73
1,74,1,172.73
1,75,1,172.73
1,76,1,172.73
1,77,1,172.73
1,78,1,172.73
1,79,1,172.73
1,80,1,172.73
1,81,1,172.73
1,82,1,172.73
1,83,1,172.73
1,84,1,172.73
1,85,1,172.73
1,86,1,172.73
1,87,1,172.73
1,88,1,172.73
1,89,1,172.73
1,90,1,172.73
1,91,1,172.73
1,92,1,172.73
1,93,1,172.73
1,94,1,172.73
1,95,1,172.73
1,96,1,172.73
1,97,1,172.73
1,98,1,172.73
1,99,1,172.73
1,100,1,172.73
1,101,1,172.73
1,102,1,172.73
1,103,1,172.73
1,104,1,172.73
1,105,1,172.73
1,106,1,172.73
1,107,1,172.73
1,108,1,172.73
1,109,1,172.73
1,110,1,172.73
1,111,1,172.73
1,112,1,172.73
1,113,1,172.73
1,114,1,172.73
1,115,1,172.73
1,116,1,172.73
1,117,1,172.73
1,118,1,172.73
1,119,1,172.73
1,120,1,172.73
1,121,1,172.73
1,122,1,172.73
1,123,1,172.73
1,124,1,172.73
1,125,1,172.73
1,126,1,172.73
1,127,1,172.73
1,128,1,172.73
1,129,1,172.73
1,130,1,172.73
1,131,1,172.73
1,132,1,172.73
1,133,1,172.73
1,134,1,172.73
1,135,1,172.73
1,136,1,172.73
1,137,1,172.73
1,138,1,172.73
1,139,1,172.73
1,140,1,172.73
1,141,1,172.73
1,142,1,172.73
1,143,1,172.73
1,144,1,172.73
1,145,1,172.73
1,146,1,172.73
1,147,1,172.73
1,148,1,172.73
1,149,1,172.73
1,150,1,172.73
1,151,1,172.73
1,152,1,172.73
1,153,1,172.73
1,154,1,172.73
1,155,1,172.73
1,156,1,172.73
1,157,1,172.73
1,158,1,172.73
1,159,1,172.73
1,160,1,172.73
1,161,1,172.73
1,162,1,172.73
1,163,1,172.73
1,164,1,172.73
1,165,1,172.73
1,166,1,172.73
1,167,1,172.73
1,168,1,172.73
1,169,1,172.73
1,170,1,172.73
1,171,1,172.73
1,172,1,172.73
1,173,1,172.73
1,174,1,172.73
1,175,1,172.73
1,176,1,172.73
1,177,1,172.73
1,178,1,172.73
1,179,1,172.73
1,180,1,172.73
1,181,1,172.73
1,182,1,172.73
1,183,1,172.73
1,184,1,172.73
1,185,1,172.73
1,186,1,172.73
1,187,1,172.73
1,188,1,172.73
1,189,1,172.73
1,190,1,172.73
1,191,1,172.73
1,192,1,172.73
1,193,1,172.73
1,194,1,172.73
1,195,1,172.73
1,196,1,172.73
1,197,1,172.73
1,198,1,172.73
1,199,1,172.73
1,200,1,172.73
1,201,1,172.73
1,202,1,172.73
1,203,1,172.73
1,204,1,172.73
1,205,1,172.73
1,206,1,172.73
1,207,1,172.73
1,208,1,172.73
1,209,1,172.73
1,210,1,172.73
1,211,1,172.73
1,212,1,172.73
1,213,1,172.73
1,214,1,172.73
1,215,1,172.73
1,216,1,172.73
1,217,1,172.73
1,218,1,172.73
1,219,1,172.73
1,220,1,172.73
1,221,1,172.73
1,222,1,172.73
1,223,1,172.73
1,224,1,172.73
1,225,1,172.73
1,226,1,172.73
1,227,1,172.73
1,228,1,172.73
1,229,1,172.73
1,230,1,172.73
1,231,1,172.73
1,232,1,172.73
1,233,1,172.73
1,234,1,172.73
1,235,1,172.73
1,236,1,172.73
1,237,1,172.73
1,238,1,172.73
1,239,1,172.73
1,240,1,172.73
1,241,1,172.73
1,242,1,172.73
1,243,1,172.73
1,244,1,172.73
1,245,1,172.73
1,246,1,172.73
1,247,1,172.73
1,248,1,172.73
1,249,1,172.73
1,250,1,172.73
1,251,1,172.73
1,252,1,172.73
1,253,1,172.73
1,254,1,172.73
1,255,1,172.73
1,256,1,172.73
1,257,1,172.73
1,258,1,172.73
1,259,1,172.73
1,260,1,172.73
1,261,1,172.73
1,262,1,172.73
1,263,1,172.73
1,264,1,172.73
1,265,1,172.73
1,266,1,172.73
1,267,1,172.73
1,268,1,172.73
1,269,1,172.73
1,270,1,172.73
1,271,1,172.73
1,272,1,172.73
1,273,1,172.73
1,274,1,172.73
1,275,1,172.73
1,276,1,172.73
1,277,1,172.73
1,278,1,172.73
1,279,1,172.73
1,280,1,172.73
1,281,1,172.73
1,282,1,172.73
1,283,1,172.73
1,284,1,172.73
1,285,1,172.73
1,286,1,172.73
1,287,1,172.73
1,288,1,172.73
1,289,1,172.73
1,290,1,172.73
1,291,1,172.73
1,292,1,172.73
1,293,1,172.73
1,294,1,172.73
1,295,1,172.73
1,296,1,172.73
1,297,1,172.73
1,298,1,172.73
1,299,1,172.73
1,300,1,172.73
2,1,1,127.34
2,2,1,127.34
2,3,1,127.34
2,4,1,127.34
2,5,1,127.34
2,6,1,127.34
2,7,1,127.34
2,8,1,127.34
2,9,1,127.34
2,10,1,127.34
2,11,1,127.34
2,12,1,127.34
2,13,1,127.34
2,14,1,127.34
2,15,1,127.34
2,16,1,127.34
2,17,1,127.34
2,18,1,127.34
2,19,1,127.34
2,20,1,127.34
2,21,1,127.34
2,22,1,127.34
2,23,1,127.34
2,24,1,127.34
2,25,1,127.34
2,26,1,127.34
2,27,1,127.34
2,28,1,127.34
2,29,1,127.34
2,30,1,127.34
2,31,1,127.34
2,32,1,127.34
2,33,1,127.34
2,34,1,127.34
2,35,1,127.34
2,36,1,127.34
2,37,1,127.34
2,38,1,127.34
2,39,1,127.34
2,40,1,127.34
2,41,1,127.34
2,42,1,127.34
2,43,1,127.34
2,44,1,127.34
2,45,1,127.34
2,46,1,127.34
2,47,1,127.34
2,48,1,127.34
2,49,1,127.34
2,50,1,127.34
2,51,1,127.34
2,52,1,127.34
2,53,1,127.34
2,54,1,127.34
2,55,1,127.34
2,56,1,127.34
2,57,1,127.34
2,58,1,127.34
2,59,1,127.34
2,60,1,127.34
2,61,1,127.34
2,62,1,127.34
2,63,1,127.34
2,64,1,127.34
2,65,1,127.34
2,66,1,127.34
2,67,1,127.34
2,68,1,127.34
2,69,1,127.34
2,70,1,127.34
2,71,1,127.34
2,72,1,127.34
2,73,1,127.34
2,74,1,127.34
2,75,1,127.34
2,76,1,127.34
2,77,1,127.34
2,78,1,127.34
2,79,1,127.34
2,80,1,127.34
2,81,1,127.34
2,82,1,127.34
2,83,1,127.34
2,84,1,127.34
2,85,1,127.34
2,86,1,127.34
2,87,1,127.34
2,88,1,127.34
2,89,1,127.34
2,90,1,127.34
2,91,1,127.34
2,92,1,127.34
2,93,1,127.34
2,94,1,127.34
2,95,1,127.34
2,96,1,127.34
2,97,1,127.34
2,98,1,127.34
2,99,1,127.34
2,100,1,127.34
2,101,1,127.34
2,102,1,127.34
2,103,1,127.34
2,104,1,127.34
2,105,1,127.34
2,106,1,127.34
2,107,1,127.34
2,108,1,127.34
2,109,1,127.34
2,110,1,127.34
2,111,1,127.34
2,112,1,127.34
2,113,1,127.34
2,114,1,127.34
2,115,1,127.34
2,116,1,127.34
2,117,1,127.34
2,118,1,127.34
2,119,1,127.34
2,120,1,127.34
2,121,1,127.34
2,122,1,127.34
2,123,1,127.34
2,124,1,127.34
2,125,1,127.34
2,126,1,127.34
2,127,1,127.34
2,128,1,127.34
2,129,1,127.34
2,130,1,127.34
2,131,1,127.34
2,132,1,127.34
2,133,1,127.34
2,134,1,127.34
2,135,1,127.34
2,136,1,127.34
2,137,1,127.34
2,138,1,127.34
2,139,1,127.34
2,140,1,127.34
2,141,1,127.34
2,142,1,127.34
2,143,1,127.34
2,144,1,127.34
2,145,1,127.34
2,146,1,127.34
2,147,1,127.34
2,148,1,127.34
2,149,1,127.34
2,150,1,127.34
2,151,1,127.34
2,152,1,127.34
2,153,1,127.34
2,154,1,127.34
2,155,1,127.34
2,156,1,127.34
2,157,1,127.34
2,158,1,127.34
2,159,1,127.34
2,160,1,127.34
2,161,1,127.34
2,162,1,127.34
2,163,1,127.34
2,164,1,127.34
2,165,1,127.34
2,166,1,127.34
2,167,1,127.34
2,168,1,127.34
2,169,1,127.34
2,170,1,127.34
2,171,1,127.34
2,172,1,127.34
2,173,1,127.34
